model,train_mae,test_mae,test_exact_pct,test_close_pct
Simple Average,389.6698870044444,391.5755028266667,0.0,0.0
Linear Regression,180.03296306524217,161.32981930981498,0.0,0.4
Business Rules,937.7232579333333,1017.846585,0.0,0.0
Ridge Regression,14.103941498936061,39.28963557974191,0.0,0.0
Lasso Regression,2.04754643372419,46.05849845398145,0.0,0.0
