model,train_mae,test_mae,test_exact_pct,test_close_pct
Simple Average,389.6698870044444,391.5755028266667,0.0,0.0
Linear Regression,180.03296306524217,161.32981930981498,0.0,0.4
Business Rules,894.0370855999998,970.29726,0.0,0.0
Ridge Regression,13.505122577120176,38.999469662990464,0.0,0.0
Lasso Regression,1.8318121867218797,46.24187425981728,0.0,0.0
